Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,number,Thr,Opp-Starter-GmeSc
68,68,Jun 13,@,NYM,L2-3,36,33,2,8,1,0,2,2,3,0,7,0,0,0,0,1,1,1,.234,.286,.351,.637,7,10,R,L.Severino(53)
69,69,Jun 14,@,WSN,L1-8,37,34,1,7,1,0,0,1,2,0,11,1,0,0,0,1,0,0,.233,.286,.350,.635,9,12,L,M.Gore(72)
70,70,Jun 15,@,WSN,L0-4,32,31,0,4,0,1,0,0,1,0,17,0,0,0,0,0,0,0,.232,.284,.348,.632,5,13,L,D.Herz(83)
71,71,Jun 16,@,WSN,L1-3,36,36,1,8,2,0,0,1,0,0,7,0,0,0,1,0,0,0,.232,.283,.347,.630,8,12,L,M.Parker(60)
72,72,Jun 17,,STL,L6-7,44,38,6,8,1,2,1,6,4,1,6,0,2,0,0,2,0,1,.232,.283,.348,.631,5,13,R,S.Gray(63)
73,73,Jun 18,,STL,W9-8,45,43,9,15,1,0,2,9,0,0,9,0,0,2,1,0,1,0,.234,.284,.351,.635,8,11,R,L.Lynn(31)
74,74,Jun 19,,STL,W4-3,35,32,4,8,1,0,2,4,2,0,5,0,0,1,0,1,0,0,.234,.284,.352,.636,5,11,L,M.Liberatore(47)
75,75,Jun 21,,SEA,W3-2,33,33,3,7,1,0,2,3,0,0,7,0,0,0,0,0,0,1,.234,.283,.353,.636,4,9,R,G.Kirby(64)
76,76,Jun 22,,SEA,L0-9,31,30,0,4,2,0,0,0,1,0,8,0,0,0,2,3,0,0,.232,.282,.351,.633,4,12,R,L.Gilbert(79)
77,77,Jun 23,,SEA,W6-4,33,29,6,7,1,0,2,6,3,0,9,0,1,0,0,0,0,2,.232,.282,.353,.635,3,10,R,B.Miller(28)
78,78,Jun 24,@,KCR,L1-4,35,32,1,4,2,0,0,1,3,0,15,0,0,0,1,0,0,0,.231,.281,.351,.632,7,10,L,C.Ragans(68)
79,79,Jun 25,@,KCR,W2-1,36,34,2,7,2,0,0,1,2,0,10,0,0,0,0,0,2,0,.231,.281,.350,.630,7,10,R,S.Lugo(74)
