Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
80,80,Jun 25,,TOR,L4-9,9.0,11,9,9,0,4,10,1,1,3.54,42,149,94,0,0,0,0,37,3,0,0,0,0,1,1,3,David Rackley,B.Bello (5-18-L) G.Weissert (1) J.Winckowski (47)
81,81,Jun 26,,TOR,L1-4,9.0,6,4,3,1,2,13,1,0,3.53,36,144,96,3,2,2,0,34,2,0,0,0,0,0,0,4,Chad Fairchild,K.Crawford (4-54) N.Pivetta (3-L) L.García (0) J.Winckowski (0)
82,82,Jun 28,,SDP,L2-9,9.0,12,9,9,0,4,7,2,0,3.60,42,159,103,3,3,0,0,38,1,0,0,0,0,0,1,3,James Hoye,N.Pivetta (1-31-L) G.Weissert (2) C.Anderson (3)
83,83,Jun 29,,SDP,L1-11,9.0,16,11,9,2,3,8,4,0,3.66,47,163,112,0,0,0,0,44,2,0,0,0,0,1,0,4,Rob Drake,T.Houck (4-18-L) B.Horn (99) Z.Kelly (5) D.Smith (99)
84,84,Jun 30,,SDP,W4-1,9.0,8,1,1,0,0,4,0,1,3.63,34,112,75,1,0,0,0,32,2,0,0,1,0,0,2,5,Jonathan Parra,J.Winckowski (3-60-W) B.Bernardino (6) J.Slaten (6) C.Martin (6-H) K.Jansen (5-Sv)
85,85,Jul 2,@,MIA,W8-3,9.0,7,3,2,1,0,9,2,0,3.61,34,122,92,0,0,0,0,34,0,0,0,0,0,0,0,3,John Tumpane,K.Crawford (5-69-W) Z.Kelly (2) B.Horn (2)
86,86,Jul 3,@,MIA,W7-2,9.0,9,2,1,1,1,9,0,0,3.58,36,131,87,2,0,0,0,34,1,0,0,0,1,0,1,4,Nick Mahrley,B.Bello (7-62-W) B.Bernardino (2-H) C.Martin (2-H) G.Weissert (4)
87,87,Jul 4,@,MIA,W6-5,12.0,8,5,3,2,6,15,1,0,3.56,48,181,124,2,2,1,1,41,1,1,2,0,1,0,0,6,Marvin Hudson,N.Pivetta (5-83) J.Slaten (3-H) B.Bernardino (0-BSv) K.Jansen (3) Z.Kelly (1-W) G.Weissert (0-Sv)
88,88,Jul 5,@,NYY,W5-3,10.0,6,3,1,2,5,6,0,0,3.53,41,136,78,3,1,0,0,36,0,0,0,0,0,0,1,5,Roberto Ortiz,T.Houck (5-45) B.Horn (2) C.Booser (11) J.Slaten (0-W) K.Jansen (0-Sv)
89,89,Jul 6,@,NYY,L4-14,8.0,14,14,14,0,4,7,4,0,3.65,42,154,97,5,4,0,0,36,3,0,1,1,1,0,0,4,Alfonso Márquez,J.Winckowski (5-41) B.Bernardino (1-L) G.Weissert (1-BSv) C.Anderson (7)
